text,context_class,relevance_level,primary_label,secondary_label,tertiary_label,source_page,matched_general_terms,matched_specific_terms,score,source,word_len,char_len,level_weight,length_quality,selection_score
"In these cases, the person forms non-inferential knowledge based on first-hand experience without necessarily acquiring factual information about the object. By contrast, it is also possible to indirectly learn a lot of propositional knowledge about chocolate or Lake Taupō by reading books without having the direct experiential contact required for knowledge by acquaintance. The concept of knowledge by acquaintance was first introduced by Bertrand Russell .",general_factual,primary,knowledge,,,Knowledge,"fact, information","fact, information, knowledge",14.5,wikipedia,66,461,3,5.0,45.039
"The correspondence theory holds that a statement is true if it corresponds to facts. According to the coherence theory , truth consists in logical consistency and mutual support among beliefs. Pragmatists understand truth in terms of practical consequences and epistemic practices, claiming that truth is what works or what would withstand the test of unlimited inquiry.",general_factual,primary,knowledge,,,Truth,"claim, fact, statement, truth","fact, truth",14.3,wikipedia,56,370,3,6.0,46.230000000000004
"It assumes that truthbearers have a subject-predicate structure, in which the subject refers to an entity and the predicate denotes a property. According to this view, a statement corresponds to reality if it refers to an entity that carries the denoted property. Fact-based theories, by contrast, hold that a statement expresses a fact, and it is true if the fact obtains.",general_factual,primary,knowledge,,,Truth,"fact, reality, statement, truth","fact, truth",14.3,wikipedia,61,373,3,6.0,46.227000000000004
"According to this view, a statement corresponds to reality if it refers to an entity that carries the denoted property. Fact-based theories, by contrast, hold that a statement expresses a fact, and it is true if the fact obtains. One version asserts a one-to-one correlation between truths and facts, while another understands correspondence more broadly as a structural similarity that does not require a perfect one-to-one mirroring.",general_factual,primary,knowledge,,,Truth,"fact, reality, statement, truth","fact, truth",14.3,wikipedia,67,435,3,5.0,44.665
"The correspondence theory asserts that a belief or statement is true if it corresponds to facts. This view emphasizes the relation between thought or language and reality, arguing that truth matches how things are. It is one of the oldest and most influential theories of truth.",general_factual,primary,knowledge,,,Truth,"fact, reality, statement, truth","fact, truth",14.0,wikipedia,46,278,3,6.0,45.722
"The Slingshot argument claims to show that all true statements stand for the same thing, the truth value true . If this argument holds, and facts are taken to be what true statements stand for, then one arrives at the counter-intuitive conclusion that there is only one fact: the truth .",general_factual,primary,knowledge,,,Fact,"claim, fact, statement, truth","fact, truth",14.0,wikipedia,51,287,3,6.0,45.713
"He maintained that a thing is true if it matches God's idea of it, analogous to how a designed artifact may perfectly correspond to what the artisan intended. 980 –1037 CE) distinguished three senses of truth: as the reality of individual entities, as the divine reality of God as a necessary being, and as the correctness of statements.",general_factual,primary,knowledge,,,Truth,"fact, reality, statement, truth","fact, truth",14.0,wikipedia,58,337,3,6.0,45.663
"Truth is conformity to facts or accordance with reality . It is often understood as a property of statements or beliefs that present the world as it is, or as a relation between language or thought and how things actually are. However, its precise definition is disputed, with different theories focusing on elements such as correspondence, coherence, or practical usefulness.",general_factual,primary,knowledge,,,Truth,"fact, reality, statement, truth","fact, truth",14.0,wikipedia,60,376,3,6.0,45.624
"Facts may be checked by reason, experiment, personal experience, or may be argued from authority. Roger Bacon wrote ""If in other sciences we should arrive at certainty without doubt and truth without error, it behooves us to place the foundations of knowledge in mathematics.""",general_factual,primary,knowledge,,,Fact,"fact, truth","fact, knowledge, truth",13.8,wikipedia,44,276,3,6.0,45.324
The traditional main division made in philosophy is between deductive reasoning and inductive reasoning . Formal logic has been described as the science of deduction . The study of inductive reasoning is generally carried out within the field known as informal logic or critical thinking .,general_factual,primary,evidence_reasoning,,,Reason,known,"critical thinking, logic, reason",13.8,wikipedia,46,289,3,6.0,45.311
A subdivision of philosophy and a variety of reasoning is logic . The traditional main division made in philosophy is between deductive reasoning and inductive reasoning . Formal logic has been described as the science of deduction . The study of inductive reasoning is generally carried out within the field known as informal logic or critical thinking .,general_factual,primary,evidence_reasoning,,,Reason,known,"critical thinking, logic, reason",13.8,wikipedia,58,355,3,6.0,45.245000000000005
"Russell, Quine and the logical positivists belong to the empiricist tradition and hold that evidence consists in sense data, stimulation of one's sensory receptors and observation statements, respectively. According to Williamson, all and only knowledge constitute evidence. Conee and Feldman hold that only one's current mental states should be considered evidence.",general_factual,primary,evidence_reasoning,,,Evidence,"data, evidence, statement","evidence, logic",13.6,wikipedia,51,366,3,6.0,44.834
